id_produto,nome_produto,id_categoria,nome_categoria,estoque_atual,media_12m_qtd,media_3m,cobertura_meses,cobertura_dias,cobertura_percentual_30d,criticidade,sugestao_1m,valor_estimado_compra_1m,sugestao_3m,valor_estimado_compra_3m,ultimo_preco_compra,ultima_qtd_comprada,ultimo_fornecedor,data_ultima_compra,penultimo_preco_compra,penultima_qtd_comprada,penultimo_fornecedor,data_penultima_compra,antepenultimo_preco_compra,antepenultima_qtd_comprada,antepenultimo_fornecedor,data_antepenultima_compra,data_ultima_movimentacao,transacoes_12m,quantidade_total_12m,valor_total_12m,prazo_reposicao_dias,critico,qtd_vendas_2024-07,qtd_vendas_2024-08,qtd_vendas_2024-09,qtd_vendas_2024-10,qtd_vendas_2024-11,qtd_vendas_2024-12,qtd_vendas_2025-01,qtd_vendas_2025-02,qtd_vendas_2025-03,qtd_vendas_2025-04,qtd_vendas_2025-05,qtd_vendas_2025-06,qtd_vendas_2025-07
29970478,MANGUEIRA FLEX P/ JARDINAGEM 30MT COMPLETA,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,88.8,1.0,88.8,88.8,1.0,,2024-12-20 10:39:03,96.9,1.0,J A F DE LIMA LTDA,2023-10-13 09:06:49,,,,,2024-12-20 10:39:03,1,1,125.0,,False,0,0,0,0,0,1,0,0,0,0,0,0,0
30077160,TNT 1.00X140 LISO AMARELO,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,1.35,1.0,1.35,1.12,4.0,MAXPEL,2024-09-30 14:28:25,2.0,4.0,MAXPEL,2023-08-15 14:26:53,,,,,2024-09-30 14:28:25,1,4,7.2,,False,0,0,4,0,0,0,0,0,0,0,0,0,0
30139027,PORTA PAPEL HIG ROLAO 300MTS BRANCO VELOX PREMISSE,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,46.5,1.0,46.5,46.5,3.0,MAXPEL,2024-10-31 15:20:26,46.5,1.0,MAXPEL,2024-07-24 14:30:01,,,,,2024-10-31 15:20:26,2,4,260.4,,False,1,0,0,3,0,0,0,0,0,0,0,0,0
30639390,PEDRA SANITARIA FLORAL 25G,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,-3.0,265.75,211.0,0.0,0.0,0.0,CRÍTICO,269.0,322.8,801.0,961.2,1.2,324.0,ATACADAO,2025-06-07 23:02:49,1.15,186.0,ATACADAO,2025-05-05 08:30:41,1.15,125.0,ATACADAO,2025-04-29 19:38:55,2025-07-02 11:45:00,121,3189,5839.87,,False,30,155,26,224,203,191,45,337,896,449,290,343,0
30172667,ALGODAO HIDROFILO 500G DELICATO CREMER,73.0,HIGIENE PESSOAL,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,24.33,1.0,24.33,24.33,2.0,,2024-08-26 11:54:13,22.3,2.0,,2024-05-08 18:12:23,22.3,2.0,,2024-03-27 12:57:06,2024-08-26 11:54:13,1,2,68.0,,False,0,2,0,0,0,0,0,0,0,0,0,0,0
30312959,COPO DE VIDRO 300ML,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,0.5,0.0,0.0,0.0,0.0,CRÍTICO,1.0,7.0,2.0,14.0,7.0,6.0,ATAC. TROPICAL,2024-08-06 15:50:00,5.99,16.0,,2023-09-01 20:49:26,5.99,8.0,,2023-08-18 18:43:48,2024-08-06 15:50:00,1,6,83.94,,False,6,0,0,0,0,0,0,0,0,0,0,0,0
30312977,DISPENSER P/ DETERGENTE 500ML,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.33,0.33,0.0,0.0,0.0,CRÍTICO,1.0,15.62,1.0,15.62,15.62,1.0,J A F DE LIMA LTDA,2025-07-02 09:25:42,11.1,2.0,J A F DE LIMA LTDA,2024-08-04 20:58:05,11.1,1.0,NALIN,2024-07-06 11:18:48,2025-07-02 09:25:42,3,4,118.98,,False,3,0,0,0,0,0,0,0,0,0,0,1,0
30323350,SABAO EM BARRA ECONOMICO 180G,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,-4.0,204.42,83.0,0.0,0.0,0.0,CRÍTICO,209.0,292.6,618.0,865.2,1.4,45.0,,2025-07-02 17:20:49,1.4,200.0,ATACADAO,2025-05-09 08:47:35,1.4,100.0,J L C COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS,2025-04-15 18:16:01,2025-07-02 17:20:49,61,2453,5254.63,,False,217,255,338,276,78,325,124,324,66,201,63,182,4
30343956,PERCEVEJO LATONADO C/100,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.83,1.67,0.0,0.0,0.0,CRÍTICO,1.0,3.3,3.0,9.9,3.3,10.0,QUEIROZ,2024-12-18 17:59:23,3.3,10.0,QUEIROZ,2024-03-28 11:06:07,3.3,2.0,MAXPEL,2023-12-29 17:20:03,2025-06-20 09:13:06,5,10,46.5,,False,0,0,0,0,0,2,0,0,0,3,3,2,0
30353924,PAPEL TOALHA INTERFOLHADO 1250 FLS VITORIA REGIA BRANCO TRADICIONAL,76.0,PRODUTOS DE PAPEL PARA HIGIENE,-13.0,202.33,76.33,0.0,0.0,0.0,CRÍTICO,216.0,2851.2,620.0,8184.0,13.2,150.0,,2025-06-12 10:21:13,12.59,100.0,JAKS INDUSTRIA E COMERCIO DE PAPEL LTDA,2025-05-21 16:42:02,12.59,100.0,JAKS INDUSTRIA E COMERCIO DE PAPEL LTDA,2025-04-29 20:14:58,2025-07-02 16:27:17,167,2428,43437.83,,False,257,132,134,227,218,151,151,345,364,220,66,112,51
30425144,PORTA DOCUMENTO DUPLA FLEX CRISTAL WALEU,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,27.5,1.0,27.5,63.5,1.0,MAXPEL,2024-10-17 09:21:12,63.5,2.0,MAXPEL,2024-06-06 14:35:57,63.5,1.0,MAXPEL,2024-05-19 21:43:18,2024-10-17 09:21:12,1,1,68.8,,False,0,0,0,1,0,0,0,0,0,0,0,0,0
30444169,CANETA CRISTAL FINA AZUL BIC,74.0,MATERIAL DE ESCRITÓRIO,49.0,233.75,269.33,0.21,6.29,20.96,CRÍTICO,185.0,148.0,653.0,522.4,0.8,100.0,,2025-07-02 16:11:11,0.8,200.0,,2025-06-02 09:44:19,0.8,200.0,,2025-05-22 14:24:15,2025-07-02 16:11:11,105,2805,3223.0,,False,120,110,65,892,141,76,171,188,71,163,565,193,50
30444286,PINCEL MARCADOR PERMANENTE RETRO 2.0 AZUL PILOT,74.0,MATERIAL DE ESCRITÓRIO,6.0,22.25,19.67,0.27,8.09,26.97,CRÍTICO,17.0,51.0,61.0,183.0,3.0,24.0,MAXPEL,2025-06-25 18:25:20,3.0,24.0,,2025-06-02 09:40:34,3.0,24.0,,2025-04-30 14:44:51,2025-06-30 17:36:55,32,267,1134.75,,False,22,2,10,37,10,2,34,15,25,51,23,36,0
30444312,PINCEL MARCADOR PERMANENTE RETRO 2.0 PRETO PILOT,74.0,MATERIAL DE ESCRITÓRIO,2.0,16.5,8.0,0.12,3.64,12.12,CRÍTICO,15.0,45.45,48.0,145.44,3.03,24.0,MAXPEL,2025-05-15 15:36:10,3.03,36.0,MAXPEL,2025-02-27 17:29:22,3.03,24.0,MAXPEL,2025-01-30 14:39:44,2025-06-27 16:02:16,30,198,841.5,,False,0,7,17,48,14,16,26,45,1,0,19,5,0
30479074,PASTA AZ OF LB 75MM PRETO - DAC,74.0,MATERIAL DE ESCRITÓRIO,0.0,2.83,0.0,0.0,0.0,0.0,CRÍTICO,3.0,53.97,9.0,161.91,17.99,20.0,QUEIROZ,2024-07-09 10:08:37,17.99,14.0,QUEIROZ,2024-07-08 01:36:34,16.9,3.0,MAXPEL,2023-09-20 15:07:33,2024-12-06 15:05:13,3,34,906.1,,False,30,2,0,0,0,2,0,0,0,0,0,0,0
30481831,PANO MULTIUSO ROLO 28X300 M AZUL TALGE,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,33.5,0.0,0.0,0.0,0.0,CRÍTICO,34.0,2142.0,101.0,6363.0,63.0,35.0,"DVT COMERCIO, IMPORTACAO E EXPORTACAO LTDA",2025-02-06 21:02:46,63.0,150.0,"DVT COMERCIO, IMPORTACAO E EXPORTACAO LTDA",2025-01-24 18:09:29,60.0,10.0,"DVT COMERCIO, IMPORTACAO E EXPORTACAO LTDA",2025-01-13 17:45:34,2025-05-22 13:24:04,157,402,48394.27,,False,2,0,18,66,34,73,79,39,19,72,0,0,0
30520516,LIXEIRA METAL REDONDA 12L,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,1.33,0.0,0.0,0.0,0.0,CRÍTICO,2.0,62.0,4.0,124.0,31.0,7.0,ATAC. TROPICAL,2025-03-28 17:58:45,21.5,4.0,ATAC. TROPICAL,2025-02-28 16:23:49,21.5,5.0,ATAC. TROPICAL,2024-10-03 15:02:52,2025-03-28 17:58:45,4,16,514.5,,False,0,0,5,0,0,0,0,4,7,0,0,0,0
30600344,CLORO L. E. GRAN. MULTACAO 10KG - GENCO,50.0,MATERIAL PISCINA,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,265.0,1.0,265.0,265.0,1.0,,2024-09-12 14:40:12,265.0,1.0,,2024-06-25 15:50:32,,,,,2024-09-12 14:40:12,1,1,375.0,,False,0,0,1,0,0,0,0,0,0,0,0,0,0
30292191,PANO DE CHAO COLORIDO EXTRA 55X80,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.5,0.0,0.0,0.0,0.0,CRÍTICO,1.0,8.29,2.0,16.58,8.29,6.0,QUEIROZ,2024-08-14 16:23:58,8.29,10.0,QUEIROZ,2024-04-19 14:49:17,7.79,12.0,QUEIROZ,2023-09-27 17:13:00,2024-08-14 16:23:58,1,6,71.4,,False,0,6,0,0,0,0,0,0,0,0,0,0,0
36861743,BALDE 15 LTS C/ ALCA,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,5.67,9.33,0.0,0.0,0.0,CRÍTICO,6.0,58.5,17.0,165.75,9.75,15.0,NALIN,2025-06-04 15:28:31,9.75,15.0,NALIN,2025-04-09 10:09:31,9.75,8.0,NALIN,2025-02-24 16:05:51,2025-06-30 17:18:44,26,68,918.05,,False,4,5,3,9,0,2,7,4,2,4,11,17,0
36869619,CAIXA P/FRIOS 7L JAGUAR,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,9.95,1.0,9.95,9.95,4.0,,2024-08-21 17:31:35,9.95,4.0,,2024-06-20 18:01:39,,,,,2024-08-21 17:31:35,1,4,59.8,,False,0,4,0,0,0,0,0,0,0,0,0,0,0
36912882,FITA ZEBRADA P/ISOLAMENTO AREA 70 X160MTS EUROCEL,71.0,DIVERSOS/FERRAGENS/UTILIDADES,0.0,0.42,0.33,0.0,0.0,0.0,CRÍTICO,1.0,23.2,2.0,46.4,23.2,1.0,MAXPEL,2025-05-20 18:04:07,,,,,,,,,2025-05-20 18:04:07,2,5,197.5,,False,0,0,0,0,0,4,0,0,0,0,1,0,0
40728720,BOTA SETE LEG C/MEDIO PRETA N-40,72.0,EPI - REUTILIZÁVEIS,0.0,0.08,0.33,0.0,0.0,0.0,CRÍTICO,1.0,50.0,1.0,50.0,50.0,1.0,PROTEM,2025-06-25 15:43:43,,,,,,,,,2025-06-25 15:43:43,1,1,70.0,,False,0,0,0,0,0,0,0,0,0,0,0,1,0
40728762,BOTA SETE LEG BRACOL C/LONGO PRETA S/F N-45 CA. 38201,72.0,EPI - REUTILIZÁVEIS,0.0,0.08,0.33,0.0,0.0,0.0,CRÍTICO,1.0,75.0,1.0,75.0,75.0,1.0,PROTEM,2025-06-30 16:23:34,,,,,,,,,2025-06-30 16:23:34,1,1,105.0,,False,0,0,0,0,0,0,0,0,0,0,0,1,0
40754274,BALAO N09 SORTIDO PIC PIC PC50,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,5.42,11.0,0.0,0.0,0.0,CRÍTICO,6.0,82.74,17.0,234.43,13.79,2.0,MAXPEL,2025-07-02 12:48:23,13.79,25.0,MAXPEL,2025-06-24 14:45:25,13.79,6.0,MAXPEL,2025-06-05 15:25:13,2025-07-02 12:48:23,9,65,1255.0,,False,0,0,0,0,0,0,25,0,1,6,0,33,0
40760296,SACOLA BRANCA 30KG FORTAL PLASTICO C/100,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,2.0,0.0,0.0,0.0,0.0,CRÍTICO,2.0,88.0,6.0,264.0,44.0,1.0,MAXPEL,2025-04-01 18:49:17,44.0,10.0,,2025-03-03 13:07:35,44.0,2.0,,2025-02-04 14:53:42,2025-04-01 18:49:17,5,24,1488.0,,False,0,0,0,0,0,0,13,7,4,0,0,0,0
40760594,ALGICIDA CHOQUE 1L HIDROALL,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,0.0,0.42,0.0,0.0,0.0,0.0,CRÍTICO,1.0,31.0,2.0,62.0,31.0,5.0,,2025-01-24 18:12:48,,,,,,,,,2025-01-24 18:12:48,1,5,217.0,,False,0,0,0,0,0,0,5,0,0,0,0,0,0
40760610,TABLETE CLORO ORGÂNICO ASTRALPOOL,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,0.0,2.08,0.0,0.0,0.0,0.0,CRÍTICO,3.0,22.5,7.0,52.5,7.5,20.0,,2025-03-03 17:57:13,7.5,5.0,,2025-01-24 18:13:53,,,,,2025-03-03 17:57:13,2,25,262.5,,False,0,0,0,0,0,0,5,20,0,0,0,0,0
40796698,COPO MEDIDOR RISCHIOTO 500ML,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.42,0.0,0.0,0.0,0.0,CRÍTICO,1.0,2.41,2.0,4.82,2.41,5.0,NALIN,2025-01-28 15:03:12,,,,,,,,,2025-01-28 15:03:12,1,5,17.5,,False,0,0,0,0,0,0,5,0,0,0,0,0,0
40796866,BANDEJA PRETA 20LT,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,0.25,0.0,0.0,0.0,0.0,CRÍTICO,1.0,10.5,1.0,10.5,10.5,3.0,NALIN,2025-01-28 14:27:38,,,,,,,,,2025-01-28 14:27:38,1,3,44.25,,False,0,0,0,0,0,0,3,0,0,0,0,0,0
40798018,KIT COMPLETO MOP UMIDO REFIL 340G PONTA CORTADA C/CABO DE ALUMINIO,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,1.08,0.0,0.0,0.0,0.0,CRÍTICO,2.0,70.0,4.0,140.0,35.0,1.0,,2025-03-24 18:04:05,35.0,12.0,,2025-02-10 23:49:50,,,,,2025-03-24 18:04:05,2,13,811.85,,False,0,0,0,0,0,0,0,13,0,0,0,0,0
40798043,OLEO LUBRIFICANTE DESENGRIPANTE WD 300ML,71.0,DIVERSOS/FERRAGENS/UTILIDADES,0.0,0.83,0.0,0.0,0.0,0.0,CRÍTICO,1.0,29.99,3.0,89.97,29.99,10.0,J A F DE LIMA LTDA,2025-03-12 16:50:10,,,,,,,,,2025-03-12 16:50:10,1,10,420.0,,False,0,0,0,0,0,0,0,0,10,0,0,0,0
40799210,ORGANIZADOR DE MESA METAL TELADO ARAMADO TRIPLO ROSE GOLD VMP,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,36.5,1.0,36.5,36.5,1.0,MAXPEL,2025-01-27 18:18:57,,,,,,,,,2025-01-27 18:18:57,1,1,51.1,,False,0,0,0,0,0,0,1,0,0,0,0,0,0
40805284,REFIL PURIFICADOR GLADE 269ML LEMBRANCA DE INFANCIA,69.0,AROMATIZANTES E ODORIZADORES,0.0,2.0,0.0,0.0,0.0,0.0,CRÍTICO,2.0,44.0,6.0,132.0,22.0,14.0,ASSAI,2025-02-04 08:48:21,22.0,10.0,ATACADAO,2025-01-29 21:40:57,,,,,2025-02-28 11:18:22,3,24,876.45,,False,0,0,0,0,0,0,5,19,0,0,0,0,0
40834715,NEUTRALIZADOR CLICK SPRAY BOM AR LAVANDA,69.0,AROMATIZANTES E ODORIZADORES,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,26.9,1.0,26.9,26.9,3.0,,2025-01-29 18:28:16,,,,,,,,,2025-06-05 19:52:36,1,2,75.4,,False,0,0,0,0,0,0,2,0,0,0,0,0,0
40838957,COLA QUENTE EM BASTAO GROSSA 800G,74.0,MATERIAL DE ESCRITÓRIO,0.0,4.17,0.0,0.0,0.0,0.0,CRÍTICO,5.0,210.0,13.0,546.0,1.1,50.0,MAXPEL,2025-01-30 14:47:30,,,,,,,,,2025-01-30 14:47:30,1,50,80.0,,False,0,0,0,0,0,0,50,0,0,0,0,0,0
41004207,FILME EM PVC TAMANHO 38X8X800MT SEAFILM,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,1.67,0.0,0.0,0.0,0.0,CRÍTICO,2.0,99.9,5.0,249.75,99.99,20.0,,2025-02-07 17:43:44,,,,,,,,,2025-02-07 17:43:44,1,20,2800.0,,False,0,0,0,0,0,0,0,20,0,0,0,0,0
41004788,CLIP 6/0 GALVANIZADO C/50UND ACC,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,5.6,1.0,5.6,5.6,4.0,,2025-02-08 10:30:25,,,,,,,,,2025-02-08 10:30:25,1,4,31.4,,False,0,0,0,0,0,0,0,4,0,0,0,0,0
41017860,ESCOVA DE ACO C/CABO DE PLASTICO,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.42,0.0,0.0,0.0,0.0,CRÍTICO,1.0,6.12,2.0,12.24,6.12,5.0,,2025-02-07 15:26:04,,,,,,,,,2025-02-07 15:26:04,1,5,43.0,,False,0,0,0,0,0,0,0,5,0,0,0,0,0
41136879,DISPENSER OU TRIUM COMPACT 500ML BRANCO,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,11.53,1.0,11.53,11.53,2.0,J A F DE LIMA LTDA,2025-02-12 18:36:01,,,,,,,,,2025-04-01 12:57:01,1,2,37.0,,False,0,0,0,0,0,0,0,0,0,2,0,0,0
41136988,LIXEIRA 14LT QUADRADA RISCHITO,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,24.32,1.0,24.32,24.32,1.0,NALIN,2025-02-12 18:33:00,,,,,,,,,2025-02-12 18:33:00,1,1,40.0,,False,0,0,0,0,0,0,0,1,0,0,0,0,0
41187193,PASTA SUSP PLASTICA FUME PRETA COD 0005 DELLO,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.83,0.0,0.0,0.0,0.0,CRÍTICO,1.0,4.3,3.0,12.9,4.3,10.0,MAXPEL,2025-02-14 18:07:43,,,,,,,,,2025-02-14 18:07:43,1,10,60.2,,False,0,0,0,0,0,0,0,10,0,0,0,0,0
41187771,SABAO EM PO MARILUX SUAVE 500G,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,48.0,162.67,260.0,0.3,8.85,29.51,CRÍTICO,115.0,113.85,440.0,435.6,,,,,,,,,,,,,2025-07-02 13:42:39,92,1952,4530.7,,False,0,0,0,0,0,0,0,1061,2,109,453,327,0
41208743,BOTA SEG BRACOL DUBI MARRON C/CADACO NOBUCK N40 CA. 40872,72.0,EPI - REUTILIZÁVEIS,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,135.0,1.0,135.0,135.0,4.0,PROTEM,2025-02-17 15:06:47,,,,,,,,,2025-02-17 17:48:35,1,4,756.0,,False,0,0,0,0,0,0,0,4,0,0,0,0,0
41209321,BOTA SETE LEGUAS BRACOL PRETA N-42 CA. 37456,72.0,EPI - REUTILIZÁVEIS,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,47.0,1.0,47.0,47.0,4.0,PROTEM,2025-02-17 15:10:56,,,,,,,,,2025-06-30 11:10:45,1,4,263.2,,False,0,0,0,0,0,0,0,4,0,0,0,0,0
41209655,BOTA SETE LEGUAS CANO MEDIO PRETA N-46 CA. 37456,72.0,EPI - REUTILIZÁVEIS,0.0,0.5,1.0,0.0,0.0,0.0,CRÍTICO,1.0,50.0,2.0,100.0,47.0,3.0,J A F DE LIMA LTDA,2025-07-02 09:16:10,47.0,3.0,PROTEM,2025-02-17 15:11:53,,,,,2025-07-02 09:16:10,2,6,422.4,,False,0,0,0,0,0,0,0,3,0,0,0,3,0
41209664,BOTA SETE LEGUAS BRACOL PRETA C/LONGO N-46 CA. 37544,72.0,EPI - REUTILIZÁVEIS,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,75.0,1.0,75.0,75.0,1.0,PROTEM,2025-05-05 15:07:45,47.0,1.0,PROTEM,2025-02-17 15:09:34,,,,,2025-05-05 15:07:45,2,2,170.8,,False,0,0,0,0,0,0,0,1,0,1,0,0,0
41247333,CHOCOLATE TALENTO P AO LEITE CASTANHA 15X25G,68.0,ALIMENTO E BEBIDAS,0.0,0.33,0.0,0.0,0.0,0.0,CRÍTICO,1.0,29.0,1.0,29.0,29.0,4.0,J L C COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS,2025-02-18 14:27:31,,,,,,,,,2025-02-18 14:27:31,1,4,164.0,,False,0,0,0,0,0,0,0,4,0,0,0,0,0
41323270,AGUA SANITARIA BRANCA ECONOMICA 2LT,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,0.0,1.0,0.0,0.0,0.0,0.0,CRÍTICO,1.0,4.69,3.0,14.07,4.69,12.0,ATACADAO,2025-04-03 18:59:34,,,,,,,,,2025-04-03 18:59:34,1,12,79.2,,False,0,0,0,0,0,0,0,0,0,12,0,0,0
40725547,BOTA SEG USAFE BIQ. PVC C/ ELASTICO N 43 CA. 48413,72.0,EPI - REUTILIZÁVEIS,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,67.0,1.0,67.0,67.0,1.0,,2025-05-02 14:48:52,,,,,,,,,2025-05-02 14:48:52,1,1,93.8,,False,0,0,0,0,0,0,0,0,0,1,0,0,0
40723186,RODO PLASTICO LIMPA VIDRO S/CABO,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,11.0,1.0,11.0,11.0,1.0,,2025-01-22 16:28:02,,,,,,,,,2025-01-22 16:28:02,1,1,16.5,,False,0,0,0,0,0,0,1,0,0,0,0,0,0
40709903,ORGANIZADOR DE PAPEL EM ACRILICO,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,42.64,1.0,42.64,42.64,1.0,MAXPEL,2025-03-28 10:01:03,42.64,1.0,MAXPEL,2025-01-24 10:35:56,,,,,2025-03-28 10:01:03,2,2,119.4,,False,0,0,0,0,0,0,1,0,1,0,0,0,0
40705600,CLIPS BACCHI N 6/0 COLORIDO C/50,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.42,0.0,0.0,0.0,0.0,CRÍTICO,1.0,9.18,2.0,18.36,9.18,5.0,,2025-01-23 14:29:07,,,,,,,,,2025-01-23 14:29:07,1,5,64.25,,False,0,0,0,0,0,0,5,0,0,0,0,0,0
39926290,TNT 50X1.40 LISO MARROM,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,0.08,0.0,0.0,0.0,0.0,CRÍTICO,1.0,57.4,1.0,57.4,57.4,1.0,,2024-11-29 17:56:12,,,,,,,,,2024-11-29 17:56:12,1,1,80.5,,False,0,0,0,0,1,0,0,0,0,0,0,0,0
39926295,TNT 50X1.40 LISO AZUL ROYAL,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,57.4,1.0,57.4,57.4,1.0,,2024-12-03 18:32:02,57.4,1.0,,2024-11-29 18:00:17,,,,,2024-12-03 18:32:02,2,2,161.0,,False,0,0,0,0,1,1,0,0,0,0,0,0,0
39926439,PANO SCOTT AZUL DURAMAX PC58,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,10.99,1.0,10.99,10.99,2.0,QUEIROZ,2024-11-29 18:03:56,,,,,,,,,2024-11-29 18:03:56,1,2,30.8,,False,0,0,0,0,2,0,0,0,0,0,0,0,0
39958400,SUPORTE FIBRACO AZUL BRALIMPIA,77.0,UTENSÍLIOS E ACESSÓRIOS DE LIMPEZA,0.0,0.25,0.33,0.0,0.0,0.0,CRÍTICO,1.0,18.0,1.0,18.0,18.0,1.0,PROTEM,2025-06-04 15:52:57,15.0,2.0,IMPOLUT,2024-12-04 15:40:35,,,,,2025-06-04 15:52:57,2,3,63.0,,False,0,0,0,0,0,2,0,0,0,0,1,0,0
39962525,PAPEL HIGIÊNICO LA VIE BLANC NEUTRO LV16PG15,,,3.0,10.33,20.33,0.29,8.71,29.03,CRÍTICO,8.0,191.92,28.0,671.72,23.99,24.0,QUEIROZ,2025-06-27 09:15:08,23.99,39.0,QUEIROZ,2025-05-29 15:50:09,23.99,13.0,QUEIROZ,2025-04-30 13:24:19,2025-06-27 09:15:08,13,124,4774.0,,False,0,0,0,0,0,8,0,10,0,45,31,30,0
39963820,FILTRO P/ CAFÉ N102 SANTA CLARA PC30,70.0,DESCARTÁVEIS E EMBALAGENS,0.0,0.42,0.0,0.0,0.0,0.0,CRÍTICO,1.0,4.99,2.0,9.98,4.99,5.0,,2024-12-03 08:40:41,,,,,,,,,2024-12-03 08:40:41,1,5,43.75,,False,0,0,0,0,5,0,0,0,0,0,0,0,0
40025911,PAPEL OFF SET 120G A5 C/50FLS PREMIATTA,74.0,MATERIAL DE ESCRITÓRIO,0.0,0.25,0.0,0.0,0.0,0.0,CRÍTICO,1.0,11.2,1.0,11.2,11.2,1.0,J A F DE LIMA LTDA,2025-01-06 15:46:55,11.2,2.0,J A F DE LIMA LTDA,2024-12-04 15:37:15,,,,,2025-01-06 15:46:55,2,3,48.0,,False,0,0,0,0,0,2,1,0,0,0,0,0,0
40037344,CAIXA DE NATAL PARA FUNCIONÁRIOS,68.0,ALIMENTO E BEBIDAS,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,20.0,1.0,20.0,20.0,1.0,,2024-12-23 16:19:12,20.0,1.0,,2024-12-05 16:07:17,,,,,2024-12-23 16:19:12,2,2,60.0,,False,0,0,0,0,0,2,0,0,0,0,0,0,0
40123682,"ABRACADEIRA DE NYLON BRANCA 200X4,80 PCT 100 UNID",71.0,DIVERSOS/FERRAGENS/UTILIDADES,0.0,0.25,0.0,0.0,0.0,0.0,CRÍTICO,1.0,17.0,1.0,17.0,17.0,1.0,J A F DE LIMA LTDA,2024-12-20 15:01:41,16.0,2.0,J A F DE LIMA LTDA,2024-12-12 14:48:57,,,,,2024-12-20 15:01:41,2,3,68.95,,False,0,0,0,0,0,3,0,0,0,0,0,0,0
40136310,LIMPADOR BRILHA INOX 400ML – SCOTCH BRITE 3M,75.0,PRODUTOS QUÍMICOS DE LIMPEZA,0.0,0.17,0.0,0.0,0.0,0.0,CRÍTICO,1.0,54.0,1.0,54.0,54.0,1.0,IMPOLUT,2025-02-06 18:04:53,54.0,1.0,IMPOLUT,2024-12-12 16:51:05,,,,,2025-02-12 12:43:42,2,2,151.2,,False,0,0,0,0,0,1,0,1,0,0,0,0,0
